ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa04520	Adherens junction	2/61	71/8039	0.100960073502669	0.503271062024932	0.479305773357078	CTNND1/VCL	2
hsa00982	Drug metabolism - cytochrome P450	2/61	72/8039	0.10335572231349	0.503271062024932	0.479305773357078	UGT1A6/UGT2A3	2
hsa05100	Bacterial invasion of epithelial cells	2/61	73/8039	0.105767121690338	0.503271062024932	0.479305773357078	CRK/VCL	2
hsa05131	Shigellosis	4/61	239/8039	0.107212964216611	0.503271062024932	0.479305773357078	CRK/MAPK13/MYD88/VCL	4
hsa04145	Phagosome	3/61	152/8039	0.108158896571775	0.503271062024932	0.479305773357078	HLA-C/TUBA1C/TUBB4B	3
hsa05133	Pertussis	2/61	76/8039	0.113092176259133	0.503271062024932	0.479305773357078	MAPK13/MYD88	2
hsa00980	Metabolism of xenobiotics by cytochrome P450	2/61	77/8039	0.11556295323431	0.503271062024932	0.479305773357078	UGT1A6/UGT2A3	2
hsa05140	Leishmaniasis	2/61	77/8039	0.11556295323431	0.503271062024932	0.479305773357078	MAPK13/MYD88	2
hsa04612	Antigen processing and presentation	2/61	78/8039	0.118047690577944	0.503271062024932	0.479305773357078	HLA-C/NFYC	2
hsa00360	Phenylalanine metabolism	1/61	17/8039	0.12156869963146	0.503271062024932	0.479305773357078	HPD	1
hsa00910	Nitrogen metabolism	1/61	17/8039	0.12156869963146	0.503271062024932	0.479305773357078	GLUL	1
hsa00061	Fatty acid biosynthesis	1/61	18/8039	0.128248369205442	0.503271062024932	0.479305773357078	ACSL4	1
hsa01210	2-Oxocarboxylic acid metabolism	1/61	18/8039	0.128248369205442	0.503271062024932	0.479305773357078	BCAT1	1
hsa05204	Chemical carcinogenesis	2/61	83/8039	0.130668859466665	0.503271062024932	0.479305773357078	UGT1A6/UGT2A3	2
hsa04141	Protein processing in endoplasmic reticulum	3/61	167/8039	0.132990699820538	0.503271062024932	0.479305773357078	EIF2AK2/YOD1/DNAJB12	3
hsa00531	Glycosaminoglycan degradation	1/61	19/8039	0.134878072419314	0.503271062024932	0.479305773357078	ARSB	1
hsa00770	Pantothenate and CoA biosynthesis	1/61	19/8039	0.134878072419314	0.503271062024932	0.479305773357078	BCAT1	1
hsa04012	ErbB signaling pathway	2/61	85/8039	0.135803302451172	0.503271062024932	0.479305773357078	CRK/EREG	2
hsa00100	Steroid biosynthesis	1/61	20/8039	0.141458176856025	0.504445196712995	0.480423996869519	TM7SF2	1
hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	1/61	20/8039	0.141458176856025	0.504445196712995	0.480423996869519	CHST13	1
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	2/61	89/8039	0.146205540193103	0.508544181202433	0.484327791621365	MAPK13/MYD88	2
hsa00220	Arginine biosynthesis	1/61	21/8039	0.147989047439861	0.508544181202433	0.484327791621365	GLUL	1
hsa05152	Tuberculosis	3/61	180/8039	0.155977678123746	0.519814192025697	0.495061135262568	MAPK13/MYD88/NFYC	3
hsa04912	GnRH signaling pathway	2/61	93/8039	0.156769359499813	0.519814192025697	0.495061135262568	MAPK13/GNA11	2
hsa00340	Histidine metabolism	1/61	23/8039	0.160904533566015	0.524326842137532	0.49935889727384	ALDH2	1
hsa05167	Kaposi sarcoma-associated herpesvirus infection	3/61	189/8039	0.172580304547887	0.546926302861311	0.520882193201248	MAPK13/HLA-C/EIF2AK2	3
hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	1/61	25/8039	0.173627397733749	0.546926302861311	0.520882193201248	PIGK	1
hsa00790	Folate biosynthesis	1/61	26/8039	0.179917481179999	0.55186122725057	0.525582121191019	AKR1C3	1
hsa05146	Amoebiasis	2/61	102/8039	0.181033841743573	0.55186122725057	0.525582121191019	VCL/GNA11	2
hsa04620	Toll-like receptor signaling pathway	2/61	104/8039	0.186504390880599	0.559513172641797	0.532869688230283	MAPK13/MYD88	2
hsa04066	HIF-1 signaling pathway	2/61	109/8039	0.200282040077281	0.583739739278481	0.555942608836649	ENO1/LDHB	2
hsa00630	Glyoxylate and dicarboxylate metabolism	1/61	30/8039	0.204610279884423	0.583739739278481	0.555942608836649	GLUL	1
hsa05145	Toxoplasmosis	2/61	112/8039	0.208608618487289	0.583739739278481	0.555942608836649	MAPK13/MYD88	2
hsa00410	beta-Alanine metabolism	1/61	31/8039	0.210668311215057	0.583739739278481	0.555942608836649	ALDH2	1
hsa03020	RNA polymerase	1/61	31/8039	0.210668311215057	0.583739739278481	0.555942608836649	POLR1C	1
hsa04015	Rap1 signaling pathway	3/61	210/8039	0.213111333387382	0.583739739278481	0.555942608836649	CRK/MAPK13/CTNND1	3
hsa04136	Autophagy - other	1/61	32/8039	0.216680952700557	0.585038572291504	0.557179592658576	MLST8	1
hsa00051	Fructose and mannose metabolism	1/61	33/8039	0.22264853879838	0.591780751940054	0.563600716133384	GMPPB	1
hsa04722	Neurotrophin signaling pathway	2/61	119/8039	0.22817319415426	0.591780751940054	0.563600716133384	CRK/MAPK13	2
hsa00640	Propanoate metabolism	1/61	34/8039	0.228571401542984	0.591780751940054	0.563600716133384	LDHB	1
hsa00250	Alanine, aspartate and glutamate metabolism	1/61	36/8039	0.24028427309877	0.6055163682089	0.576682255437047	GLUL	1
hsa00350	Tyrosine metabolism	1/61	36/8039	0.24028427309877	0.6055163682089	0.576682255437047	HPD	1
hsa05143	African trypanosomiasis	1/61	37/8039	0.246074934018546	0.606740870470873	0.577848448067498	MYD88	1
hsa05010	Alzheimer disease	4/61	334/8039	0.247190725006652	0.606740870470873	0.577848448067498	TUBA1C/EIF2AK2/UQCRC1/TUBB4B	4
hsa05330	Allograft rejection	1/61	38/8039	0.251822175836201	0.610184502987717	0.58112809808354	HLA-C	1
hsa03440	Homologous recombination	1/61	41/8039	0.268806576845155	0.626504340974601	0.596670800928191	XRCC3	1
hsa04216	Ferroptosis	1/61	41/8039	0.268806576845155	0.626504340974601	0.596670800928191	ACSL4	1
hsa05332	Graft-versus-host disease	1/61	41/8039	0.268806576845155	0.626504340974601	0.596670800928191	HLA-C	1
hsa00380	Tryptophan metabolism	1/61	42/8039	0.274383320882719	0.626504340974601	0.596670800928191	ALDH2	1
hsa04140	Autophagy - animal	2/61	137/8039	0.2789366578292	0.626504340974601	0.596670800928191	MLST8/SH3GLB1	2
hsa04940	Type I diabetes mellitus	1/61	43/8039	0.279918223649526	0.626504340974601	0.596670800928191	HLA-C	1
hsa05162	Measles	2/61	138/8039	0.281761211549424	0.626504340974601	0.596670800928191	MYD88/EIF2AK2	2
hsa04144	Endocytosis	3/61	247/8039	0.288608675060466	0.634267902167768	0.604064668731207	SH3GLB1/HLA-C/VPS26B	3
hsa00520	Amino sugar and nucleotide sugar metabolism	1/61	48/8039	0.306975846047449	0.646298443022907	0.615522326688483	GMPPB	1
hsa04514	Cell adhesion molecules (CAMs)	2/61	148/8039	0.309948009645374	0.646298443022907	0.615522326688483	HLA-C/MPZL1	2
hsa00330	Arginine and proline metabolism	1/61	50/8039	0.317516640868192	0.646298443022907	0.615522326688483	ALDH2	1
hsa05144	Malaria	1/61	50/8039	0.317516640868192	0.646298443022907	0.615522326688483	MYD88	1
hsa04913	Ovarian steroidogenesis	1/61	51/8039	0.322727741745278	0.646298443022907	0.615522326688483	AKR1C3	1
hsa04150	mTOR signaling pathway	2/61	155/8039	0.329566030913842	0.646298443022907	0.615522326688483	MLST8/CLIP1	2
hsa04934	Cushing syndrome	2/61	155/8039	0.329566030913842	0.646298443022907	0.615522326688483	FH/GNA11	2
hsa05320	Autoimmune thyroid disease	1/61	53/8039	0.333032806732734	0.646298443022907	0.615522326688483	HLA-C	1
hsa03460	Fanconi anemia pathway	1/61	54/8039	0.338127347026912	0.646298443022907	0.615522326688483	REV3L	1
hsa05016	Huntington disease	3/61	271/8039	0.338832316852377	0.646298443022907	0.615522326688483	TUBA1C/UQCRC1/TUBB4B	3
hsa04217	Necroptosis	2/61	159/8039	0.340715162116135	0.646298443022907	0.615522326688483	GLUL/EIF2AK2	2
hsa04218	Cellular senescence	2/61	160/8039	0.343494336304668	0.646298443022907	0.615522326688483	MAPK13/HLA-C	2
hsa05161	Hepatitis B	2/61	162/8039	0.349042189099715	0.646298443022907	0.615522326688483	MAPK13/MYD88	2
hsa00240	Pyrimidine metabolism	1/61	57/8039	0.353182412429129	0.646298443022907	0.615522326688483	RRM2B	1
hsa00480	Glutathione metabolism	1/61	57/8039	0.353182412429129	0.646298443022907	0.615522326688483	RRM2B	1
hsa01212	Fatty acid metabolism	1/61	57/8039	0.353182412429129	0.646298443022907	0.615522326688483	ACSL4	1
hsa05014	Amyotrophic lateral sclerosis (ALS)	1/61	57/8039	0.353182412429129	0.646298443022907	0.615522326688483	MAPK13	1
hsa04370	VEGF signaling pathway	1/61	59/8039	0.363031463062612	0.646298443022907	0.615522326688483	MAPK13	1
hsa04730	Long-term depression	1/61	60/8039	0.367900520801105	0.646298443022907	0.615522326688483	GNA11	1
hsa05416	Viral myocarditis	1/61	60/8039	0.367900520801105	0.646298443022907	0.615522326688483	HLA-C	1
hsa05164	Influenza A	2/61	170/8039	0.371078592129841	0.646298443022907	0.615522326688483	MYD88/EIF2AK2	2
hsa00310	Lysine degradation	1/61	61/8039	0.372732964494693	0.646298443022907	0.615522326688483	ALDH2	1
hsa00561	Glycerolipid metabolism	1/61	61/8039	0.372732964494693	0.646298443022907	0.615522326688483	ALDH2	1
hsa00590	Arachidonic acid metabolism	1/61	63/8039	0.382289090871212	0.650924668240172	0.61992825546683	AKR1C3	1
hsa04623	Cytosolic DNA-sensing pathway	1/61	63/8039	0.382289090871212	0.650924668240172	0.61992825546683	POLR1C	1
hsa04929	GnRH secretion	1/61	64/8039	0.38701330920833	0.653028642090438	0.621932040086131	GNA11	1
hsa04927	Cortisol synthesis and secretion	1/61	65/8039	0.391701984836956	0.653028642090438	0.621932040086131	GNA11	1
hsa04621	NOD-like receptor signaling pathway	2/61	181/8039	0.400905209237471	0.653028642090438	0.621932040086131	MAPK13/MYD88	2
hsa04664	Fc epsilon RI signaling pathway	1/61	68/8039	0.405557375741843	0.653028642090438	0.621932040086131	MAPK13	1
hsa04920	Adipocytokine signaling pathway	1/61	69/8039	0.410106491295694	0.653028642090438	0.621932040086131	ACSL4	1
hsa05230	Central carbon metabolism in cancer	1/61	69/8039	0.410106491295694	0.653028642090438	0.621932040086131	LDHB	1
hsa04622	RIG-I-like receptor signaling pathway	1/61	70/8039	0.414621360057421	0.653028642090438	0.621932040086131	MAPK13	1
hsa04917	Prolactin signaling pathway	1/61	70/8039	0.414621360057421	0.653028642090438	0.621932040086131	MAPK13	1
hsa05120	Epithelial cell signaling in Helicobacter pylori infection	1/61	70/8039	0.414621360057421	0.653028642090438	0.621932040086131	MAPK13	1
hsa05206	MicroRNAs in cancer	3/61	310/8039	0.419907997994693	0.655889352239644	0.624656525942518	CRK/FSCN1/IGF2BP1	3
hsa04115	p53 signaling pathway	1/61	72/8039	0.423549369569295	0.656154351218007	0.624908905921911	RRM2B	1
hsa01524	Platinum drug resistance	1/61	73/8039	0.427963011900948	0.657601701213651	0.626287334489192	REV3L	1
hsa05220	Chronic myeloid leukemia	1/61	76/8039	0.441005460481372	0.672177677669188	0.640169216827798	CRK	1
hsa03320	PPAR signaling pathway	1/61	77/8039	0.445287598734623	0.672414176013465	0.640394453346158	ACSL4	1
hsa04510	Focal adhesion	2/61	199/8039	0.44827611734231	0.672414176013465	0.640394453346158	CRK/VCL	2
hsa03018	RNA degradation	1/61	79/8039	0.453755306444744	0.675273645024068	0.643117757165779	ENO1	1
hsa05203	Viral carcinogenesis	2/61	204/8039	0.461076251002454	0.680807901870811	0.648388477972201	HLA-C/EIF2AK2	2
hsa04610	Complement and coagulation cascades	1/61	85/8039	0.478402880155177	0.686003793087811	0.653336945797915	SERPINA1	1
hsa04911	Insulin secretion	1/61	86/8039	0.482403059223637	0.686003793087811	0.653336945797915	GNA11	1
hsa05210	Colorectal cancer	1/61	86/8039	0.482403059223637	0.686003793087811	0.653336945797915	EREG	1
hsa04810	Regulation of actin cytoskeleton	2/61	213/8039	0.483689163154196	0.686003793087811	0.653336945797915	CRK/VCL	2
hsa05132	Salmonella infection	2/61	214/8039	0.486166731575393	0.686003793087811	0.653336945797915	MAPK13/MYD88	2
hsa04260	Cardiac muscle contraction	1/61	87/8039	0.486373059649559	0.686003793087811	0.653336945797915	UQCRC1	1
hsa04727	GABAergic synapse	1/61	89/8039	0.494223418584247	0.691912786017946	0.658964558112329	GLUL	1
hsa04658	Th1 and Th2 cell differentiation	1/61	92/8039	0.505778162102295	0.693004090801817	0.66000389600173	MAPK13	1
hsa04151	PI3K-Akt signaling pathway	3/61	354/8039	0.507393189263234	0.693004090801817	0.66000389600173	CDC37/MLST8/EREG	3
hsa04666	Fc gamma R-mediated phagocytosis	1/61	93/8039	0.509571736043626	0.693004090801817	0.66000389600173	CRK	1
hsa04657	IL-17 signaling pathway	1/61	94/8039	0.513336664825572	0.693004090801817	0.66000389600173	MAPK13	1
hsa01522	Endocrine resistance	1/61	98/8039	0.528114159539937	0.693004090801817	0.66000389600173	MAPK13	1
hsa04925	Aldosterone synthesis and secretion	1/61	98/8039	0.528114159539937	0.693004090801817	0.66000389600173	GNA11	1
hsa05017	Spinocerebellar ataxia	1/61	98/8039	0.528114159539937	0.693004090801817	0.66000389600173	ATXN2L	1
hsa05231	Choline metabolism in cancer	1/61	98/8039	0.528114159539937	0.693004090801817	0.66000389600173	PCYT1A	1
hsa04914	Progesterone-mediated oocyte maturation	1/61	99/8039	0.531739022437313	0.693004090801817	0.66000389600173	MAPK13	1
hsa04750	Inflammatory mediator regulation of TRP channels	1/61	100/8039	0.535336493423626	0.693004090801817	0.66000389600173	MAPK13	1
hsa04933	AGE-RAGE signaling pathway in diabetic complications	1/61	100/8039	0.535336493423626	0.693004090801817	0.66000389600173	MAPK13	1
hsa04064	NF-kappa B signaling pathway	1/61	104/8039	0.549456507362312	0.695661158226386	0.662534436406082	MYD88	1
hsa04625	C-type lectin receptor signaling pathway	1/61	104/8039	0.549456507362312	0.695661158226386	0.662534436406082	MAPK13	1
hsa04660	T cell receptor signaling pathway	1/61	104/8039	0.549456507362312	0.695661158226386	0.662534436406082	MAPK13	1
hsa04922	Glucagon signaling pathway	1/61	106/8039	0.556357385470419	0.695661158226386	0.662534436406082	LDHB	1
hsa04928	Parathyroid hormone synthesis, secretion and action	1/61	106/8039	0.556357385470419	0.695661158226386	0.662534436406082	GNA11	1
hsa04659	Th17 cell differentiation	1/61	107/8039	0.559768730420161	0.695661158226386	0.662534436406082	MAPK13	1
hsa04931	Insulin resistance	1/61	108/8039	0.56315427094517	0.695661158226386	0.662534436406082	PTPA	1
hsa03008	Ribosome biogenesis in eukaryotes	1/61	112/8039	0.576442207064392	0.701751310020657	0.668334580972055	RCL1	1
hsa04668	TNF signaling pathway	1/61	112/8039	0.576442207064392	0.701751310020657	0.668334580972055	MAPK13	1
hsa04725	Cholinergic synapse	1/61	113/8039	0.579701576986061	0.701751310020657	0.668334580972055	GNA11	1
hsa04724	Glutamatergic synapse	1/61	114/8039	0.582936273403403	0.701751310020657	0.668334580972055	GLUL	1
hsa04071	Sphingolipid signaling pathway	1/61	119/8039	0.598746035190984	0.715677009193433	0.681597151612793	MAPK13	1
hsa04611	Platelet activation	1/61	124/8039	0.613965948519416	0.715677009193433	0.681597151612793	MAPK13	1
hsa04114	Oocyte meiosis	1/61	128/8039	0.625731765916018	0.715677009193433	0.681597151612793	MAPK13	1
hsa04142	Lysosome	1/61	128/8039	0.625731765916018	0.715677009193433	0.681597151612793	ARSB	1
hsa04380	Osteoclast differentiation	1/61	128/8039	0.625731765916018	0.715677009193433	0.681597151612793	MAPK13	1
hsa04926	Relaxin signaling pathway	1/61	129/8039	0.628617666848786	0.715677009193433	0.681597151612793	MAPK13	1
hsa00230	Purine metabolism	1/61	130/8039	0.631481677256146	0.715677009193433	0.681597151612793	RRM2B	1
hsa04068	FoxO signaling pathway	1/61	131/8039	0.634323960438265	0.715677009193433	0.681597151612793	MAPK13	1
hsa04650	Natural killer cell mediated cytotoxicity	1/61	131/8039	0.634323960438265	0.715677009193433	0.681597151612793	HLA-C	1
hsa04270	Vascular smooth muscle contraction	1/61	132/8039	0.637144678497606	0.715677009193433	0.681597151612793	GNA11	1
hsa04728	Dopaminergic synapse	1/61	132/8039	0.637144678497606	0.715677009193433	0.681597151612793	MAPK13	1
hsa00190	Oxidative phosphorylation	1/61	133/8039	0.639943992347567	0.715677009193433	0.681597151612793	UQCRC1	1
hsa04210	Apoptosis	1/61	136/8039	0.648215100118783	0.720662670132059	0.68634540012577	TUBA1C	1
hsa04910	Insulin signaling pathway	1/61	139/8039	0.656299250526069	0.721166036915273	0.686824797062165	CRK	1
hsa05418	Fluid shear stress and atherosclerosis	1/61	139/8039	0.656299250526069	0.721166036915273	0.686824797062165	MAPK13	1
hsa04550	Signaling pathways regulating pluripotency of stem cells	1/61	143/8039	0.666794467078902	0.728182690175903	0.693507323977051	MAPK13	1
hsa04723	Retrograde endocannabinoid signaling	1/61	148/8039	0.679471075599557	0.728182690175903	0.693507323977051	MAPK13	1
hsa03040	Spliceosome	1/61	149/8039	0.681948868577433	0.728182690175903	0.693507323977051	THOC3	1
hsa04261	Adrenergic signaling in cardiomyocytes	1/61	149/8039	0.681948868577433	0.728182690175903	0.693507323977051	MAPK13	1
hsa04932	Non-alcoholic fatty liver disease (NAFLD)	1/61	149/8039	0.681948868577433	0.728182690175903	0.693507323977051	UQCRC1	1
hsa05160	Hepatitis C	1/61	155/8039	0.696424829322872	0.739462318775409	0.704249827405151	EIF2AK2	1
hsa03010	Ribosome	1/61	158/8039	0.703417785983062	0.742714868998876	0.707347494284643	RPL14	1
hsa04630	JAK-STAT signaling pathway	1/61	162/8039	0.712495778981438	0.74812056793051	0.712495778981438	PTPN2	1
hsa05165	Human papillomavirus infection	2/61	330/8039	0.721121434428735	0.748855453828659	0.713195670313009	HLA-C/EIF2AK2	2
hsa04022	cGMP-PKG signaling pathway	1/61	167/8039	0.723459689081741	0.748855453828659	0.713195670313009	GNA11	1
hsa04530	Tight junction	1/61	169/8039	0.727729166624228	0.748855453828659	0.713195670313009	TUBA1C	1
hsa05168	Herpes simplex virus 1 infection	3/61	491/8039	0.729044462986631	0.748855453828659	0.713195670313009	HLA-C/MYD88/EIF2AK2	3
hsa03013	RNA transport	1/61	180/8039	0.750077713222426	0.766295609724532	0.729805342594793	THOC3	1
hsa04062	Chemokine signaling pathway	1/61	189/8039	0.767012355121409	0.779383522139496	0.742270021085235	CRK	1
hsa04020	Calcium signaling pathway	1/61	193/8039	0.774171640662113	0.78245155125743	0.745191953578505	GNA11	1
hsa05205	Proteoglycans in cancer	1/61	205/8039	0.794376104173049	0.79860150898248	0.7605728656976	MAPK13	1
hsa05166	Human T-cell leukemia virus 1 infection	1/61	219/8039	0.815708478914134	0.815708478914134	0.776865218013461	HLA-C	1
